res_id,wave,east,hate_violence_means,hate_pol_message,hate_prevent_settlement,hate_polcondemn,hate_justified,MateComp.cont,JobComp.cont,LifeSatis.cont,pop_15_44_muni_gendergap_2015,age,singdivsep,age_group,gender,state,citizenship,marital,religion,eduyrs,occupation,income,household_size,self_econ,distance_ref,settle_ref,lrscale,afd,muslim_ind,afd_ind,contact_ind,refugee_ind,list,treatment_list,outcome_list,ref_integrating,ref_citizenship,ref_reduce,ref_moredone,ref_cultgiveup,ref_economy,ref_crime,ref_terror,ref_loc_services,ref_loc_economy,ref_loc_crime,ref_loc_culture,ref_loc_islam,ref_loc_schools,ref_loc_housing,ref_loc_wayoflife,women_role
454914640,2,0,NA,3,2,2,3,NA,NA,NA,0.9736043492372606,58,0,50-59,Male,Nordrhein-Westfalen,1,"With partner, not living together",Roman Catholic,13,Employee in high position,"5,000 or more <80>",2,7,6-10 kilometers,500 <96> 999,3,1,0.5,0,0.6666666666666666,0.5,1,Scenario 2,2,2,4,2,3,4,2,3,2,2,2,3,1,3,2,3,1,3
411014647,2,0,1,1,1,2,1,NA,NA,NA,0.9736043492372606,35,0,30-39,Female,Nordrhein-Westfalen,1,"With partner, not living together","No, I don't feel close to any religion",17,Parental leave,"1,000 to below 1,500 <80>",3,5,Less than 3 kilometer,1000 and more,2,0,0.25,0,0.16666666666666666,0.125,2,NA,NA,3,2,2,1,2,2,2,2,3,2,2,2,2,3,2,2,1
431833540,3,0,2,1,2,1,2,NA,NA,NA,0.9736043492372606,74,1,60 and older,Male,Nordrhein-Westfalen,1,Divorced / separated,Protestant,14,Retired,"1,500 to below 2,000 <80>",1,7,3-5 kilometers,500 <96> 999,5,1,0.5,0.3333333333333333,0,0.125,NA,NA,NA,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,3
413943946,2,0,1,1,1,1,1,NA,NA,NA,0.9736043492372606,24,0,18-29,Female,Nordrhein-Westfalen,1,"With partner, not living together",Roman Catholic,16,"In schooling / vocational training, student","2,000 to below 2,500 <80>",4,4,3-5 kilometers,1000 and more,3,0,0.375,0,0.16666666666666666,0.625,2,NA,NA,3,1,3,2,3,2,3,4,3,2,2,1,3,2,2,1,2
474513047,3,0,1,1,1,1,1,NA,NA,NA,0.9736043492372606,55,0,50-59,Female,Nordrhein-Westfalen,1,"With partner, living together","No, I don't feel close to any religion",22,Employee in high position,"5,000 or more <80>",2,8,3-5 kilometers,1000 and more,2,0,0.125,0,0.3333333333333333,0,NA,NA,NA,2,2,1,1,2,1,1,1,2,1,1,1,2,3,3,3,1
427418843,4,0,2,1,1,1,2,2,4,7,1.0516160649161197,62,0,60 and older,Female,Nordrhein-Westfalen,1,Married,Roman Catholic,14,Retired,"1,000 to below 1,500 <80>",2,6,Less than 3 kilometer,1000 and more,3,2,0.875,0.6666666666666666,0.3333333333333333,0.875,NA,NA,NA,4,4,4,3,4,4,4,2,4,4,4,3,4,4,4,3,1
467914142,4,0,1,1,1,1,1,1,1,1,1.0516160649161197,24,1,18-29,Female,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",17,"In schooling / vocational training, student",below 500 <80>,1,3,Less than 3 kilometer,1000 and more,1,0,0.125,0,0,0,NA,NA,NA,2,2,2,2,2,2,2,1,3,2,2,2,2,3,3,3,1
467914142,3,0,1,1,1,1,1,NA,NA,NA,1.0516160649161197,24,1,18-29,Female,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",15,"In schooling / vocational training, student","500 to below 1,000 <80>",1,4,Less than 3 kilometer,1000 and more,2,0,0.125,0,0,0.125,NA,NA,NA,2,2,3,2,2,2,2,2,3,2,2,2,2,3,3,3,1
497302547,1,0,1,NA,NA,1,1,NA,NA,NA,1.0516160649161197,50,0,50-59,Female,Nordrhein-Westfalen,1,Married,"No, I don't feel close to any religion",NA,Self-employed / freelancer,"5,000 or more <80>",4,8,3-5 kilometers,250 <96> 499,5,3,0.625,0,0.16666666666666666,0.5,NA,Scenario 1,2,2,3,3,1,2,4,3,1,3,4,3,3,2,3,1,3,1
414894146,1,0,1,NA,NA,1,1,NA,NA,NA,1.0516160649161197,52,0,50-59,Male,Nordrhein-Westfalen,1,Married,"No, I don't feel close to any religion",NA,Senior civil servant,"5,000 or more <80>",3,8,21-50 kilometers,1000 and more,4,0,0.5,0,0,0.375,NA,Scenario 1,2,2,2,3,2,4,2,2,3,3,3,2,2,3,4,4,2,2
491027346,3,0,1,1,1,1,1,NA,NA,NA,1.0516160649161197,33,0,30-39,Male,Nordrhein-Westfalen,1,Married,"No, I don't feel close to any religion",13,Unskilled worker,"1,500 to below 2,000 <80>",3,7,Less than 3 kilometer,250 <96> 499,5,20,0.625,0.3333333333333333,0.6666666666666666,0.875,NA,NA,NA,3,2,4,4,4,4,3,4,4,4,2,2,3,4,3,4,1
407727845,1,0,2,NA,NA,3,2,NA,NA,NA,1.0516160649161197,34,0,30-39,Male,Nordrhein-Westfalen,1,Married,Roman Catholic,NA,Employee in high position,"4,000 to below 4,500 <80>",4,8,11-20 kilometers,1000 and more,6,10,0.875,0.3333333333333333,0.5,1,NA,Scenario 2,1,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3
497265548,1,0,3,NA,NA,2,2,NA,NA,NA,1.0516160649161197,62,1,60 and older,Male,Nordrhein-Westfalen,1,Divorced / separated,Roman Catholic,NA,Self-employed / freelancer,No answer,1,5,3-5 kilometers,500 <96> 999,6,100,1,1,0.3333333333333333,1,NA,Scenario 2,2,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3
441586348,4,0,4,4,4,1,4,4,4,0,1.0516160649161197,20,0,18-29,Male,Nordrhein-Westfalen,1,Married,"No, I don't feel close to any religion",10,Unskilled worker,"4,000 to below 4,500 <80>",7,10 ( TOP ),21-50 kilometers,500 <96> 999,0,0,0.75,1,1,0.625,NA,NA,NA,1,1,4,4,4,1,4,4,4,1,4,1,4,4,4,4,4
423889947,3,0,4,4,4,1,4,NA,NA,NA,1.0516160649161197,80,0,60 and older,Male,Nordrhein-Westfalen,1,Widowed,Roman Catholic,13,Retired,"500 to below 1,000 <80>",1,5,Less than 3 kilometer,1 <96> 49,5,0,0.25,0,0.16666666666666666,0.375,NA,NA,NA,1,1,4,3,4,1,2,2,1,3,3,1,4,1,2,4,4
473354841,3,0,2,2,2,2,2,NA,NA,NA,1.0516160649161197,39,0,30-39,Female,Nordrhein-Westfalen,1,"With partner, living together","No, I don't feel close to any religion",12,Employee in low / medium position,"2,000 to below 2,500 <80>",2,4,6-10 kilometers,1000 and more,5,0,0.875,0.3333333333333333,0.3333333333333333,0.875,NA,NA,NA,4,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,2
467914142,1,0,1,NA,NA,1,1,NA,NA,NA,1.0516160649161197,23,1,18-29,Female,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",NA,"In schooling / vocational training, student","500 to below 1,000 <80>",1,4,Less than 3 kilometer,1000 and more,3,0,0,0,0,0,NA,Scenario 1,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,3,2,1
427418843,1,0,2,NA,NA,2,1,NA,NA,NA,1.0516160649161197,61,0,60 and older,Female,Nordrhein-Westfalen,1,Married,Roman Catholic,NA,Retired,"1,000 to below 1,500 <80>",2,5,3-5 kilometers,1000 and more,3,2,0.75,0.6666666666666666,0.3333333333333333,1,NA,Scenario 1,2,4,3,4,3,3,3,3,4,4,4,4,4,4,4,1,4,1
473994845,3,0,2,1,1,1,1,NA,NA,NA,1.0516160649161197,44,1,40-49,Male,Nordrhein-Westfalen,1,"Single, without partner",Protestant,10,Unemployed / seeking work,"500 to below 1,000 <80>",1,6,6-10 kilometers,1 <96> 49,3,0,1,0,0,0.75,NA,NA,NA,3,4,4,4,3,2,1,3,3,3,3,2,3,3,3,3,2
407727845,2,0,2,1,1,2,1,NA,NA,NA,1.0516160649161197,35,1,30-39,Male,Nordrhein-Westfalen,1,"Single, without partner",Roman Catholic,18,Employee in high position,"4,000 to below 4,500 <80>",4,7,6-10 kilometers,1000 and more,5,10,0.875,0.3333333333333333,0.3333333333333333,1,1,Scenario 1,2,4,3,4,3,4,4,4,4,4,3,4,4,3,4,4,3,4
471214744,3,0,1,1,1,3,1,NA,NA,NA,1.0516160649161197,36,0,30-39,Male,Nordrhein-Westfalen,1,"With partner, living together",Protestant,16,"In schooling / vocational training, student","2,000 to below 2,500 <80>",3,4,Less than 3 kilometer,500 <96> 999,7,90,1,1,1,0.875,NA,NA,NA,3,4,3,3,2,3,3,3,3,3,3,3,4,3,2,3,2
427418843,3,0,1,1,1,1,1,NA,NA,NA,1.0516160649161197,62,0,60 and older,Female,Nordrhein-Westfalen,1,Married,"Christian, but not close to a particular religious community",15,Retired,"1,000 to below 1,500 <80>",2,4,3-5 kilometers,1000 and more,5,1,0.875,0.6666666666666666,0.5,0.875,NA,NA,NA,4,4,4,3,4,4,3,2,4,4,4,3,4,4,1,3,1
443887341,3,0,1,1,1,4,1,NA,NA,NA,1.0516160649161197,70,1,60 and older,Male,Nordrhein-Westfalen,1,Divorced / separated,Roman Catholic,17,Retired,No answer,1,6,Less than 3 kilometer,1000 and more,3,20,0.625,0.3333333333333333,0.3333333333333333,1,NA,NA,NA,3,3,4,4,3,3,3,3,3,4,3,3,4,4,3,3,2
471221146,3,0,2,2,2,2,3,NA,NA,NA,1.0516160649161197,47,1,40-49,Female,Nordrhein-Westfalen,1,Divorced / separated,"No, I don't feel close to any religion",13,Homemaker,"1,000 to below 1,500 <80>",3,5,Less than 3 kilometer,1000 and more,5,0,0.875,0.6666666666666666,0.5,1,NA,NA,NA,4,3,4,3,3,4,3,4,3,4,3,4,3,3,3,2,2
443887341,4,0,1,1,1,2,1,2,3,5,1.0516160649161197,70,1,60 and older,Male,Nordrhein-Westfalen,1,Divorced / separated,Roman Catholic,15,Retired,No answer,1,5,Less than 3 kilometer,1000 and more,4,3,0.625,0.3333333333333333,0.5,0.875,NA,NA,NA,3,3,3,3,3,4,3,2,4,4,3,3,3,4,4,3,2
457014749,4,0,2,3,2,2,2,2,2,4,1.0516160649161197,65,0,60 and older,Female,Nordrhein-Westfalen,1,Married,"No, I don't feel close to any religion",12,Retired,"2,500 to below 3,000 <80>",2,7,Less than 3 kilometer,1000 and more,5,0,0.625,0,0.3333333333333333,0.75,NA,NA,NA,3,3,3,2,2,3,3,3,2,3,2,3,2,2,2,2,2
463054847,3,0,2,2,2,3,2,NA,NA,NA,1.0516160649161197,33,1,30-39,Female,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",11,Homemaker,"1,500 to below 2,000 <80>",4,5,Don't know,250 <96> 499,5,10,0.875,1,0.16666666666666666,1,NA,NA,NA,4,4,4,3,4,3,3,3,4,3,4,4,4,4,3,4,1
464384842,3,0,1,1,1,1,1,NA,NA,NA,1.0516160649161197,59,0,50-59,Male,Nordrhein-Westfalen,1,Married,"Christian, but not close to a particular religious community",13,Homemaker,"3,000 to below 3,500 <80>",2,4,Less than 3 kilometer,50 <96> 249,3,0,0.5,0,0,0.125,NA,NA,NA,2,1,2,1,3,2,2,1,3,3,1,2,1,3,2,2,2
494378340,3,0,3,2,2,2,2,NA,NA,NA,1.0516160649161197,48,0,40-49,Male,Nordrhein-Westfalen,1,Married,Roman Catholic,13,Unskilled worker,"2,500 to below 3,000 <80>",2,5,Less than 3 kilometer,1000 and more,6,12,1,1,0,1,NA,NA,NA,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
423477944,3,0,1,2,1,2,1,NA,NA,NA,1.0516160649161197,59,0,50-59,Female,Nordrhein-Westfalen,1,Married,"No, I don't feel close to any religion",12,Employee in low / medium position,"3,000 to below 3,500 <80>",2,6,6-10 kilometers,1 <96> 49,7,0,1,1,0,1,NA,NA,NA,3,4,4,3,4,4,3,3,3,4,3,3,3,3,3,3,2
473200244,4,0,3,4,4,4,4,2,3,5,1.0516160649161197,40,1,30-39,Female,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",16,Employee in low / medium position,"1,500 to below 2,000 <80>",1,5,6-10 kilometers,There are no refugees in my town,7,59,0.875,1,0.5,1,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,1
414894146,2,0,1,1,1,1,1,NA,NA,NA,1.0516160649161197,53,0,50-59,Male,Nordrhein-Westfalen,1,Married,"No, I don't feel close to any religion",16,Senior civil servant,"5,000 or more <80>",3,7,More than 50 kilometer,1000 and more,3,0,0.5,0,0,0.625,2,NA,NA,3,1,3,1,3,2,3,3,3,2,3,2,3,4,3,3,1
464384842,1,0,1,NA,NA,1,2,NA,NA,NA,1.0516160649161197,58,0,50-59,Male,Nordrhein-Westfalen,1,Married,"No, I don't feel close to any religion",NA,Homemaker,"3,000 to below 3,500 <80>",2,4,3-5 kilometers,50 <96> 249,2,0,0.375,0,0,0.375,NA,Scenario 2,2,3,2,2,2,3,3,1,2,3,3,3,3,3,3,3,3,2
443887341,1,0,2,NA,NA,2,2,NA,NA,NA,1.0516160649161197,69,1,60 and older,Male,Nordrhein-Westfalen,1,Divorced / separated,Roman Catholic,NA,Retired,No answer,1,3,Less than 3 kilometer,1000 and more,2,0,0.875,1,0.16666666666666666,1,NA,Scenario 2,2,4,3,4,3,3,3,3,3,4,4,4,2,4,4,4,4,3
423477944,4,0,2,1,1,1,1,2,4,8,1.0516160649161197,59,0,50-59,Female,Nordrhein-Westfalen,1,Married,"No, I don't feel close to any religion",14,Employee in low / medium position,"3,500 to below 4,000 <80>",2,7,3-5 kilometers,1 <96> 49,6,20,1,0.6666666666666666,0.3333333333333333,1,NA,NA,NA,4,3,4,3,4,4,4,4,2,4,3,3,3,3,3,3,3
451487046,4,0,1,1,1,1,1,1,1,8,1.0516160649161197,27,0,18-29,Male,Nordrhein-Westfalen,1,"With partner, not living together","No, I don't feel close to any religion",NA,"In schooling / vocational training, student",No answer,2,7,Don't know,250 <96> 499,1,0,0.125,0.3333333333333333,0,0.125,NA,NA,NA,3,2,1,1,2,2,2,2,2,3,2,2,2,3,2,2,2
444572745,4,0,3,2,2,3,2,4,4,6,1.0516160649161197,41,1,40-49,Male,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",25,"In schooling / vocational training, student",No answer,1,5,Don't know,1000 and more,4,0,0.875,1,0,1,NA,NA,NA,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4
447038247,4,0,1,4,1,4,1,2,2,6,1.0516160649161197,63,1,60 and older,Male,Nordrhein-Westfalen,1,Divorced / separated,Other Christian,18,Employee in high position,"1,500 to below 2,000 <80>",1,7,21-50 kilometers,1000 and more,5,0,1,0.3333333333333333,0.6666666666666666,0.875,NA,NA,NA,4,1,4,4,4,4,4,4,3,4,4,3,2,4,1,1,4
403642648,4,0,1,1,1,1,1,1,1,6,1.0516160649161197,23,1,18-29,Male,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",15,"In schooling / vocational training, student","2,000 to below 2,500 <80>",2,5,Less than 3 kilometer,1000 and more,3,0,0.125,0,0,0.125,NA,NA,NA,2,1,2,1,1,2,2,4,3,3,2,1,1,3,2,2,2
403642648,2,0,NA,1,1,1,1,NA,NA,NA,1.0516160649161197,23,1,18-29,Male,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",16,"In schooling / vocational training, student","1,500 to below 2,000 <80>",2,4,Less than 3 kilometer,1000 and more,2,0,0.125,0,0,0.25,1,Scenario 2,2,2,1,2,1,2,1,3,3,3,3,2,2,2,3,2,3,1
497265548,2,0,3,2,2,3,2,NA,NA,NA,1.0516160649161197,63,1,60 and older,Male,Nordrhein-Westfalen,1,Divorced / separated,Roman Catholic,15,Retired,No answer,1,3,Less than 3 kilometer,1000 and more,6,100,1,1,0.5,1,2,NA,NA,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4
463054847,4,0,3,3,2,2,2,2,3,4,1.0516160649161197,33,1,30-39,Female,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",13,Homemaker,"1,500 to below 2,000 <80>",4,3,Don't know,1000 and more,6,50,1,1,0.16666666666666666,1,NA,NA,NA,4,4,4,3,4,3,4,4,4,3,4,4,4,4,4,4,1
464384842,4,0,1,1,1,1,1,1,1,8,1.0516160649161197,59,0,50-59,Male,Nordrhein-Westfalen,1,Married,"No, I don't feel close to any religion",13,Homemaker,No answer,2,4,6-10 kilometers,250 <96> 499,2,0,0.625,0,0,0.125,NA,NA,NA,2,2,1,1,3,2,1,1,3,2,1,2,1,3,1,3,2
473354841,4,0,2,1,2,2,2,1,1,7,1.0516160649161197,39,0,30-39,Female,Nordrhein-Westfalen,1,"With partner, living together","No, I don't feel close to any religion",12,Employee in low / medium position,"2,000 to below 2,500 <80>",2,6,Don't know,1000 and more,5,0,0.75,0.6666666666666666,0.3333333333333333,1,NA,NA,NA,4,4,4,3,3,3,4,4,4,3,4,3,3,4,4,4,3
497302547,2,0,1,1,1,2,1,NA,NA,NA,1.0516160649161197,51,0,50-59,Female,Nordrhein-Westfalen,1,Married,"No, I don't feel close to any religion",13,Self-employed / freelancer,"5,000 or more <80>",4,8,3-5 kilometers,500 <96> 999,2,1,0.75,0.6666666666666666,0,1,2,NA,NA,3,4,4,3,3,4,3,3,3,3,2,2,3,4,2,3,3
434762147,4,0,1,1,1,1,1,1,2,8,1.0516160649161197,38,0,30-39,Male,Nordrhein-Westfalen,1,"With partner, living together","No, I don't feel close to any religion",17,Self-employed / freelancer,No answer,3,7,Don't know,1000 and more,5,0,0.625,0.3333333333333333,0.3333333333333333,0.75,NA,NA,NA,3,3,3,3,2,3,3,2,4,2,3,2,2,4,4,2,2
473994845,4,0,1,1,1,1,1,1,2,8,1.0516160649161197,44,1,40-49,Male,Nordrhein-Westfalen,1,"Single, without partner",Protestant,13,Unemployed / seeking work,"500 to below 1,000 <80>",1,7,6-10 kilometers,1 <96> 49,3,0,1,0.3333333333333333,0,0.875,NA,NA,NA,3,2,3,4,4,3,3,4,3,3,3,2,3,3,3,3,2
463068740,3,0,1,1,1,1,1,NA,NA,NA,1.0516160649161197,22,1,18-29,Female,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",16,"In schooling / vocational training, student","500 to below 1,000 <80>",2,7,Less than 3 kilometer,1000 and more,1,0,0,0,0,0,NA,NA,NA,2,1,1,1,1,2,1,1,1,2,1,1,1,4,3,4,1
431364749,2,0,2,1,1,2,1,NA,NA,NA,1.0516160649161197,55,0,50-59,Female,Nordrhein-Westfalen,1,Married,"No, I don't feel close to any religion",15,Employee in high position,"5,000 or more <80>",4,5,3-5 kilometers,1000 and more,5,10,0.625,0.3333333333333333,0.3333333333333333,0.875,2,NA,NA,3,1,4,4,3,3,3,3,3,3,4,3,4,4,2,3,3
443887341,2,0,2,2,1,2,2,NA,NA,NA,1.0516160649161197,70,1,60 and older,Male,Nordrhein-Westfalen,1,Divorced / separated,Roman Catholic,15,Retired,No answer,1,4,Less than 3 kilometer,1000 and more,2,31,0.875,1,0.16666666666666666,0.875,1,Scenario 1,2,4,3,4,2,3,3,3,3,3,3,3,2,3,3,3,3,4
444572745,3,0,4,2,2,3,2,NA,NA,NA,1.0516160649161197,41,1,40-49,Male,Nordrhein-Westfalen,1,"Single, without partner","Christian, but not close to a particular religious community",25,Self-employed / freelancer,No answer,1,7,Don't know,1000 and more,4,0,0.75,0.6666666666666666,0,1,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
497302547,3,0,1,1,1,1,1,NA,NA,NA,1.0516160649161197,51,0,50-59,Female,Nordrhein-Westfalen,1,Married,Protestant,13,Self-employed / freelancer,"5,000 or more <80>",4,8,3-5 kilometers,500 <96> 999,3,1,0.5,0,0,0.5,NA,NA,NA,2,2,2,2,3,3,3,3,4,3,3,2,2,4,2,3,2
403642648,1,0,1,NA,NA,1,1,NA,NA,NA,1.0516160649161197,22,0,18-29,Male,Nordrhein-Westfalen,1,"With partner, not living together","No, I don't feel close to any religion",NA,"In schooling / vocational training, student","2,500 to below 3,000 <80>",2,5,Less than 3 kilometer,1000 and more,3,0,0.25,0,0,0.25,NA,Scenario 2,0,2,1,2,2,3,1,2,3,3,1,2,1,2,3,3,2,1
471214744,1,0,2,NA,NA,2,1,NA,NA,NA,1.0516160649161197,35,0,30-39,Male,Nordrhein-Westfalen,1,"With partner, living together",Protestant,NA,"In schooling / vocational training, student","2,000 to below 2,500 <80>",3,5,Less than 3 kilometer,250 <96> 499,7,90,0.875,1,0.8333333333333334,0.75,NA,Scenario 1,2,3,2,3,3,3,4,2,3,3,3,3,3,3,2,3,3,2
431257145,3,0,2,2,2,2,2,NA,NA,NA,1.0516160649161197,19,1,18-29,Female,Nordrhein-Westfalen,1,"Single, without partner","Eastern religion (Buddhism, Hinduism, Sikhism, Shinto, Tao, etc.)",9,"In schooling / vocational training, student","3,500 to below 4,000 <80>",3,8,3-5 kilometers,1000 and more,3,0,0.5,0.3333333333333333,0.3333333333333333,0.875,NA,NA,NA,3,4,3,4,3,3,3,2,3,3,2,2,3,3,3,3,3
407609341,1,0,1,NA,NA,2,1,NA,NA,NA,1.0516160649161197,35,0,30-39,Female,Nordrhein-Westfalen,1,Married,Protestant,NA,Homemaker,"2,000 to below 2,500 <80>",2,5,3-5 kilometers,250 <96> 499,3,1,0.125,0,0.3333333333333333,0.25,NA,Scenario 1,2,2,2,3,1,3,2,2,2,3,2,2,1,2,3,2,3,2
464384842,2,0,1,1,1,1,1,NA,NA,NA,1.0516160649161197,59,0,50-59,Male,Nordrhein-Westfalen,1,Married,"No, I don't feel close to any religion",16,Homemaker,"3,000 to below 3,500 <80>",2,5,3-5 kilometers,250 <96> 499,2,0,0.375,0,0,0.25,1,Scenario 1,2,2,2,3,2,3,2,2,1,3,3,1,2,2,3,2,2,2
423477944,1,0,3,NA,NA,3,3,NA,NA,NA,1.0516160649161197,58,0,50-59,Female,Nordrhein-Westfalen,1,Married,"No, I don't feel close to any religion",NA,Unemployed / seeking work,"3,500 to below 4,000 <80>",2,8,6-10 kilometers,500 <96> 999,7,33,1,0.6666666666666666,0,1,NA,Scenario 1,3,3,4,4,4,4,3,4,4,3,3,4,4,3,4,3,4,2
473200244,3,0,3,4,4,4,4,NA,NA,NA,1.0516160649161197,40,1,30-39,Female,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",16,Employee in high position,"1,500 to below 2,000 <80>",1,5,6-10 kilometers,There are no refugees in my town,6,71,1,1,0.3333333333333333,1,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,1
407609341,4,0,1,1,1,1,1,1,1,7,1.0516160649161197,36,0,30-39,Female,Nordrhein-Westfalen,1,Married,Protestant,14,Homemaker,"2,500 to below 3,000 <80>",2,4,6-10 kilometers,500 <96> 999,3,0,0.25,0,0.3333333333333333,0,NA,NA,NA,2,1,2,1,2,2,2,1,3,2,1,1,1,3,1,2,3
431511145,4,0,2,1,1,3,2,3,4,8,1.0516160649161197,25,0,18-29,Male,Nordrhein-Westfalen,1,"With partner, not living together",Roman Catholic,13,Employee in low / medium position,"2,000 to below 2,500 <80>",1,3,3-5 kilometers,1000 and more,8,89,1,1,0.3333333333333333,1,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4
423477944,2,0,2,2,2,3,2,NA,NA,NA,1.0516160649161197,59,0,50-59,Female,Nordrhein-Westfalen,1,Married,"No, I don't feel close to any religion",5,Unemployed / seeking work,"2,000 to below 2,500 <80>",2,7,6-10 kilometers,1000 and more,6,0,0.875,1,0.3333333333333333,1,2,NA,NA,4,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4,3
473994845,2,0,2,1,1,1,1,NA,NA,NA,1.0516160649161197,44,1,40-49,Male,Nordrhein-Westfalen,1,"Single, without partner","Christian, but not close to a particular religious community",12,Other,"500 to below 1,000 <80>",1,6,6-10 kilometers,1 <96> 49,4,0,1,0,0.16666666666666666,0.75,2,NA,NA,3,2,4,4,4,2,3,4,4,3,3,3,4,3,3,3,2
473354841,2,0,2,2,2,2,2,NA,NA,NA,1.0516160649161197,39,0,30-39,Female,Nordrhein-Westfalen,1,"With partner, living together","No, I don't feel close to any religion",13,Employee in low / medium position,"2,500 to below 3,000 <80>",2,4,Don't know,250 <96> 499,5,0,0.875,0.6666666666666666,0.3333333333333333,1,1,Scenario 1,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2
423889947,2,0,4,3,3,2,3,NA,NA,NA,1.0516160649161197,80,0,60 and older,Male,Nordrhein-Westfalen,1,Widowed,Roman Catholic,11,Retired,"500 to below 1,000 <80>",1,7,11-20 kilometers,500 <96> 999,10,10,0.625,1,0,0.5,2,NA,NA,2,2,3,3,3,2,2,3,4,3,1,2,2,2,2,2,4
403642648,3,0,1,1,1,1,1,NA,NA,NA,1.0516160649161197,23,1,18-29,Male,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",15,"In schooling / vocational training, student","2,000 to below 2,500 <80>",2,4,Less than 3 kilometer,1000 and more,3,0,0.25,0,0,0.25,NA,NA,NA,2,1,1,1,3,1,2,3,4,2,2,2,2,4,2,3,1
423889947,4,0,4,4,4,1,4,1,2,5,1.0516160649161197,80,0,60 and older,Male,Nordrhein-Westfalen,1,Widowed,Roman Catholic,9,Retired,"500 to below 1,000 <80>",1,5,Less than 3 kilometer,50 <96> 249,5,3,0.75,0.3333333333333333,0,0.75,NA,NA,NA,3,1,4,4,4,1,4,4,4,3,4,3,2,4,4,1,4
441634148,2,0,2,1,1,1,3,NA,NA,NA,1.0516160649161197,28,1,18-29,Female,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",15,Self-employed / freelancer,"1,500 to below 2,000 <80>",3,4,3-5 kilometers,1000 and more,3,0,0.875,0.3333333333333333,0.16666666666666666,0.875,2,NA,NA,4,4,4,4,2,4,4,3,4,4,4,4,4,4,4,4,1
473994845,1,0,1,NA,NA,1,1,NA,NA,NA,1.0516160649161197,43,1,40-49,Male,Nordrhein-Westfalen,1,"Single, without partner",Protestant,NA,Unemployed / seeking work,"500 to below 1,000 <80>",1,4,11-20 kilometers,1 <96> 49,4,0,0.875,0,0.16666666666666666,0.75,NA,Scenario 1,2,3,2,4,4,4,2,3,4,2,4,2,3,2,1,2,2,2
467914142,2,0,NA,1,1,1,1,NA,NA,NA,1.0516160649161197,24,1,18-29,Female,Nordrhein-Westfalen,1,"Single, without partner","No, I don't feel close to any religion",14,"In schooling / vocational training, student","500 to below 1,000 <80>",1,5,Less than 3 kilometer,1000 and more,2,0,0.125,0,0,0,1,Scenario 2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,1
494378340,1,0,3,NA,NA,2,3,NA,NA,NA,1.0516160649161197,47,0,40-49,Male,Nordrhein-Westfalen,1,Married,Roman Catholic,NA,Skilled worker,"2,500 to below 3,000 <80>",2,5,Less than 3 kilometer,1000 and more,6,80,1,1,0.16666666666666666,1,NA,Scenario 1,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
407609341,3,0,1,1,1,2,1,NA,NA,NA,1.0516160649161197,36,0,30-39,Female,Nordrhein-Westfalen,1,Married,Protestant,14,Homemaker,"2,500 to below 3,000 <80>",2,5,11-20 kilometers,500 <96> 999,4,1,0.25,0,0.3333333333333333,0.25,NA,NA,NA,2,2,3,2,3,2,2,1,2,2,1,2,2,3,2,3,3
